district_name,parish_name,village_name,group_name,group_enterprise,farmer_id,farmer_name,gender,age,category,handicapped,nationality,pdc_village_verification,pdc_enterprise_verification_individual,pdc_enterprise_verification,group_pdc_village_ok,group_has_non_ugandan,pdc_group_approved,conforms_to_rule,group_funded_by_pdm,fund_amount_received,total_amount_due,repayment_type,Q1_payment,Q2_payment,Q3_payment,Q4_payment,total_repaid,outstanding_balance,repayment_time_months,repayment_rate,disqualification_reason
Cavendish District,Parish_23,Village_23_1,Group_23_1_08,Mixed,CAV-005835,Mercy Nabukenya,Female,35,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Irregular,106000,212000,318000,424000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_1,Group_23_1_08,Mixed,CAV-005836,Henry Kakande,Male,23,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Defaulted,265000,265000,0,0,530000,530000,12,0.5,
Cavendish District,Parish_23,Village_23_1,Group_23_1_08,Mixed,CAV-005837,Robert Katende,Male,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Defaulted,265000,265000,0,0,530000,530000,12,0.5,
Cavendish District,Parish_23,Village_23_1,Group_23_1_08,Mixed,CAV-005838,Esther Ssembatya,Female,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_1,Group_23_1_08,Mixed,CAV-005839,Sarah Ssembatya,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Irregular,106000,212000,318000,424000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_1,Group_23_1_08,Mixed,CAV-005840,William Katende,Male,70,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_1,Group_23_1_08,Mixed,CAV-005841,Grace Kakande,Female,65,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_1,Group_23_1_08,Mixed,CAV-005842,Patrick Kato,Male,55,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_1,Group_23_1_08,Mixed,CAV-005843,Aisha Mugisha,Female,40,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_1,Group_23_1_09,goat rearing,CAV-005844,Grace Kakande,Female,56,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_1,Group_23_1_09,goat rearing,CAV-005845,Nabirye Nabukenya,Female,38,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_1,Group_23_1_09,goat rearing,CAV-005846,Mercy Muwanga,Female,38,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_1,Group_23_1_09,goat rearing,CAV-005847,Ruth Mugisha,Female,50,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_1,Group_23_1_09,goat rearing,CAV-005848,David Namukasa,Male,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_1,Group_23_1_09,goat rearing,CAV-005849,James Kibedi,Male,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_1,Group_23_1_09,goat rearing,CAV-005850,Esther Namusoke,Female,23,Youth,No,Rwandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_1,Group_23_1_09,goat rearing,CAV-005851,Florence Namukasa,Female,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_1,Group_23_1_09,goat rearing,CAV-005852,David Kakande,Male,62,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_1,Group_23_1_09,goat rearing,CAV-005853,Joy Tumusiime,Female,67,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_1,Group_23_1_09,goat rearing,CAV-005854,James Otim,Male,38,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_1,Group_23_1_09,goat rearing,CAV-005855,Christine Mugisha,Female,37,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_2,Group_23_2_01,vanilla,CAV-005856,Esther Nabukenya,Female,65,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Defaulted,265000,265000,0,0,530000,530000,12,0.5,
Cavendish District,Parish_23,Village_23_2,Group_23_2_01,vanilla,CAV-005857,Esther Namukasa,Female,56,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_2,Group_23_2_01,vanilla,CAV-005858,Sarah Kato,Female,48,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_2,Group_23_2_01,vanilla,CAV-005859,Christine Okello,Female,24,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Defaulted,265000,265000,0,0,530000,530000,12,0.5,
Cavendish District,Parish_23,Village_23_2,Group_23_2_01,vanilla,CAV-005860,Grace Namukasa,Female,24,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Defaulted,265000,265000,0,0,530000,530000,12,0.5,
Cavendish District,Parish_23,Village_23_2,Group_23_2_01,vanilla,CAV-005861,Mercy Kakande,Female,56,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_2,Group_23_2_01,vanilla,CAV-005862,Joy Otim,Female,33,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_2,Group_23_2_01,vanilla,CAV-005863,Ruth Otim,Female,51,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_2,Group_23_2_01,vanilla,CAV-005864,Aisha Namusoke,Female,62,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_2,Group_23_2_01,vanilla,CAV-005865,Sarah Muwanga,Female,59,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1000000,1060000,Irregular,106000,212000,318000,424000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_2,Group_23_2_02,vanilla,CAV-005866,Jane Tumusiime,Female,43,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_2,Group_23_2_02,vanilla,CAV-005867,David Nabukenya,Male,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_2,Group_23_2_02,vanilla,CAV-005868,Isaac Nabukenya,Male,24,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_2,Group_23_2_02,vanilla,CAV-005869,Esther Namukasa,Female,70,Elderly,No,Rwandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_2,Group_23_2_02,vanilla,CAV-005870,Aisha Okello,Female,67,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_2,Group_23_2_02,vanilla,CAV-005871,Grace Nabukenya,Female,33,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_2,Group_23_2_02,vanilla,CAV-005872,Joy Tumusiime,Female,41,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_2,Group_23_2_02,vanilla,CAV-005873,Henry Ssali,Male,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_2,Group_23_2_02,vanilla,CAV-005874,Jane Namukasa,Female,23,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_2,Group_23_2_02,vanilla,CAV-005875,Esther Ssali,Female,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_23,Village_23_3,Group_23_3_01,Mixed,CAV-005876,Ruth Ssembatya,Female,28,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_01,Mixed,CAV-005877,Christine Muwanga,Female,51,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_01,Mixed,CAV-005878,Joy Otim,Female,36,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_01,Mixed,CAV-005879,Sarah Ssali,Female,26,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_01,Mixed,CAV-005880,Patrick Muwanga,Male,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_01,Mixed,CAV-005881,Henry Okello,Male,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_01,Mixed,CAV-005882,Rebecca Ssembatya,Female,23,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_01,Mixed,CAV-005883,Grace Kato,Female,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_01,Mixed,CAV-005884,Peter Namukasa,Male,60,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_01,Mixed,CAV-005885,Diana Tumusiime,Female,62,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_01,Mixed,CAV-005886,William Namusoke,Male,70,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_01,Mixed,CAV-005887,Diana Katende,Female,39,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_02,cassava farming,CAV-005888,Lilian Okello,Female,43,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_02,cassava farming,CAV-005889,Christine Katende,Female,41,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_02,cassava farming,CAV-005890,Joy Namusoke,Female,36,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_02,cassava farming,CAV-005891,Ruth Kakande,Female,58,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_02,cassava farming,CAV-005892,Paul Ssembatya,Male,20,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_02,cassava farming,CAV-005893,John Tumusiime,Male,23,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_02,cassava farming,CAV-005894,Christine Kibedi,Female,24,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_02,cassava farming,CAV-005895,Christine Namukasa,Female,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_02,cassava farming,CAV-005896,David Nabukenya,Male,60,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_02,cassava farming,CAV-005897,Mercy Namukasa,Female,69,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_02,cassava farming,CAV-005898,Robert Tumusiime,Male,49,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_02,cassava farming,CAV-005899,Sarah Kato,Female,65,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_23,Village_23_3,Group_23_3_03,piggery,CAV-005900,Esther Mugisha,Female,44,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_23,Village_23_3,Group_23_3_03,piggery,CAV-005901,Grace Kibedi,Female,52,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_23,Village_23_3,Group_23_3_03,piggery,CAV-005902,Florence Katende,Female,39,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_23,Village_23_3,Group_23_3_03,piggery,CAV-005903,Nabirye Namusoke,Female,29,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_23,Village_23_3,Group_23_3_03,piggery,CAV-005904,Patrick Okello,Male,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_23,Village_23_3,Group_23_3_03,piggery,CAV-005905,Isaac Kakande,Male,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_23,Village_23_3,Group_23_3_03,piggery,CAV-005906,Esther Katende,Female,20,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_23,Village_23_3,Group_23_3_03,piggery,CAV-005907,Alice Okello,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_23,Village_23_3,Group_23_3_03,piggery,CAV-005908,Paul Namukasa,Male,69,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_23,Village_23_3,Group_23_3_03,piggery,CAV-005909,Aisha Kibedi,Female,69,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_23,Village_23_3,Group_23_3_03,piggery,CAV-005910,Robert Ssali,Male,41,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_23,Village_23_3,Group_23_3_03,piggery,CAV-005911,Esther Tumusiime,Female,39,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_23,Village_23_3,Group_23_3_04,maize,CAV-005912,Ruth Byaruhanga,Female,47,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_3,Group_23_3_04,maize,CAV-005913,Jane Namusoke,Female,35,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Irregular,106000,212000,318000,424000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_3,Group_23_3_04,maize,CAV-005914,Sarah Otim,Female,27,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_3,Group_23_3_04,maize,CAV-005915,Mercy Kibedi,Female,42,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_3,Group_23_3_04,maize,CAV-005916,Michael Ssali,Male,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_3,Group_23_3_04,maize,CAV-005917,Peter Kibedi,Male,20,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_3,Group_23_3_04,maize,CAV-005918,Ruth Kakande,Female,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_3,Group_23_3_04,maize,CAV-005919,Alice Namukasa,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_3,Group_23_3_04,maize,CAV-005920,Patrick Ssembatya,Male,60,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Defaulted,265000,265000,0,0,530000,530000,12,0.5,
Cavendish District,Parish_23,Village_23_3,Group_23_3_04,maize,CAV-005921,Sarah Katende,Female,68,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_3,Group_23_3_04,maize,CAV-005922,Mark Muwanga,Male,41,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_23,Village_23_3,Group_23_3_04,maize,CAV-005923,Mercy Kakande,Female,31,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Defaulted,265000,265000,0,0,530000,530000,12,0.5,
Cavendish District,Parish_23,Village_23_3,Group_23_3_05,Mixed,CAV-005924,Diana Byaruhanga,Female,56,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_23,Village_23_3,Group_23_3_05,Mixed,CAV-005925,Mercy Tumusiime,Female,29,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_23,Village_23_3,Group_23_3_05,Mixed,CAV-005926,Florence Kato,Female,45,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_23,Village_23_3,Group_23_3_05,Mixed,CAV-005927,Grace Tumusiime,Female,52,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_23,Village_23_3,Group_23_3_05,Mixed,CAV-005928,John Kibedi,Male,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_23,Village_23_3,Group_23_3_05,Mixed,CAV-005929,Samuel Katende,Male,20,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_23,Village_23_3,Group_23_3_05,Mixed,CAV-005930,Aisha Nabukenya,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_23,Village_23_3,Group_23_3_05,Mixed,CAV-005931,Florence Muwanga,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_23,Village_23_3,Group_23_3_05,Mixed,CAV-005932,David Tumusiime,Male,69,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_23,Village_23_3,Group_23_3_05,Mixed,CAV-005933,Nabirye Katende,Female,70,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_23,Village_23_3,Group_23_3_05,Mixed,CAV-005934,Mark Katende,Male,70,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_23,Village_23_3,Group_23_3_05,Mixed,CAV-005935,Alice Namusoke,Female,43,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_23,Village_23_3,Group_23_3_06,Mixed,CAV-005936,Ruth Namukasa,Female,39,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_23,Village_23_3,Group_23_3_06,Mixed,CAV-005937,Aisha Kato,Female,37,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_23,Village_23_3,Group_23_3_06,Mixed,CAV-005938,Nabirye Tumusiime,Female,54,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
